BFS_NR_GEMEINDE,GEMEINDE_NAME,Jahr,Gemeindesteuerfuss,
4881,Amlikon-Bissegg,2014,70, 
4461,Amriswil,2014,63, 
4401,Arbon,2014,76, 
4536,Basadingen-Schlattingen,2014,49, 
4891,Berg,2014,45, 
4801,Berlingen,2014,53, 
4716,Bettwiesen,2014,43, 
4721,Bichelsee-Balterswil,2014,44, 
4901,Birwinken,2014,65, 
4471,Bischofszell,2014,70, 
4643,Bottighofen,2014,39, 
4723,Braunau,2014,49, 
4921,Bussnang,2014,50, 
4911,B�rglen,2014,66, 
4545,Diessenhofen,2014,47, 
4406,Dozwil,2014,47, 
4411,Egnach,2014,57, 
4476,Erlen,2014,55, 
4646,Ermatingen,2014,40, 
4806,Eschenz,2014,54, 
4724,Eschlikon,2014,50, 
4561,Felben-Wellhausen,2014,58, 
4726,Fischingen,2014,68, 
4566,Frauenfeld,2014,60, 
4571,Gachnang,2014,42, 
4651,Gottlieben,2014,40, 
4656,G�ttingen,2014,60, 
4486,Hauptwil-Gottshaus,2014,66, 
4416,Hefenhofen,2014,66, 
4811,Herdern,2014,63, 
4495,Hohentannen,2014,64, 
4816,Homburg,2014,64, 
4421,Horn,2014,32, 
4590,H�ttlingen,2014,54, 
4821,H�ttwilen,2014,50, 
4666,Kemmental,2014,58, 
4426,Kesswil,2014,50, 
4501,Kradolf-Sch�nenberg,2014,59, 
4671,Kreuzlingen,2014,70, 
4681,Langrickenbach,2014,68, 
4683,Lengwil,2014,63, 
4741,Lommis,2014,49, 
4826,Mammern,2014,40, 
4591,Matzingen,2014,61, 
4941,M�rstetten,2014,59, 
4831,M�llheim,2014,55, 
4746,M�nchwilen,2014,57, 
4691,M�nsterlingen,2014,41, 
4601,Neunforn,2014,46, 
4841,Pfyn,2014,73, 
4846,Raperswilen,2014,75, 
4751,Rickenbach,2014,46, 
4431,Roggwil,2014,52, 
4436,Romanshorn,2014,72, 
4851,Salenstein,2014,44, 
4441,Salmsach,2014,69, 
4546,Schlatt,2014,50, 
4756,Sch�nholzerswilen,2014,50, 
4761,Sirnach,2014,50, 
4446,Sommeri,2014,59, 
4864,Steckborn,2014,66, 
4606,Stettfurt,2014,52, 
4506,Sulgen,2014,50, 
4611,Thundorf,2014,57, 
4776,Tobel-T�gerschen,2014,50, 
4696,T�gerwilen,2014,37, 
4616,Uesslingen-Buch,2014,60, 
4451,Uttwil,2014,48, 
4871,Wagenhausen,2014,54, 
4621,Warth-Weiningen,2014,35, 
4946,Weinfelden,2014,65, 
4951,Wigoltingen,2014,65, 
4786,Wilen,2014,46, 
4791,Wuppenau,2014,58, 
4701,W�ldi,2014,55, 
4781,W�ngi,2014,47, 
4511,Zihlschlacht-Sitterdorf,2014,55, 
4551,Aadorf,2015,57, 
4711,Affeltrangen,2015,46, 
4641,Altnau,2015,59, 
4881,Amlikon-Bissegg,2015,70, 
4461,Amriswil,2015,63, 
4401,Arbon,2015,76, 
4536,Basadingen-Schlattingen,2015,49, 
4891,Berg,2015,45, 
4801,Berlingen,2015,53, 
4716,Bettwiesen,2015,43, 
4721,Bichelsee-Balterswil,2015,49, 
4901,Birwinken,2015,65, 
4471,Bischofszell,2015,70, 
4643,Bottighofen,2015,39, 
4723,Braunau,2015,49, 
4921,Bussnang,2015,50, 
4911,B�rglen,2015,66, 
4545,Diessenhofen,2015,47, 
4406,Dozwil,2015,47, 
4411,Egnach,2015,57, 
4476,Erlen,2015,55, 
4646,Ermatingen,2015,40, 
4806,Eschenz,2015,54, 
4724,Eschlikon,2015,50, 
4561,Felben-Wellhausen,2015,58, 
4726,Fischingen,2015,68, 
4566,Frauenfeld,2015,60, 
4571,Gachnang,2015,42, 
4651,Gottlieben,2015,40, 
4656,G�ttingen,2015,57, 
4486,Hauptwil-Gottshaus,2015,60, 
4416,Hefenhofen,2015,66, 
4811,Herdern,2015,63, 
4495,Hohentannen,2015,60, 
4816,Homburg,2015,62, 
4421,Horn,2015,32, 
4590,H�ttlingen,2015,54, 
4821,H�ttwilen,2015,50, 
4666,Kemmental,2015,58, 
4426,Kesswil,2015,50, 
4501,Kradolf-Sch�nenberg,2015,59, 
4671,Kreuzlingen,2015,70, 
4681,Langrickenbach,2015,68, 
4683,Lengwil,2015,63, 
4741,Lommis,2015,49, 
4826,Mammern,2015,40, 
4591,Matzingen,2015,61, 
4941,M�rstetten,2015,59, 
4831,M�llheim,2015,55, 
4746,M�nchwilen,2015,57, 
4691,M�nsterlingen,2015,41, 
4601,Neunforn,2015,46, 
4841,Pfyn,2015,73, 
4846,Raperswilen,2015,75, 
4751,Rickenbach,2015,51, 
4431,Roggwil,2015,56, 
4436,Romanshorn,2015,72, 
4851,Salenstein,2015,44, 
4441,Salmsach,2015,69, 
4546,Schlatt,2015,50, 
4756,Sch�nholzerswilen,2015,60, 
4761,Sirnach,2015,56, 
4446,Sommeri,2015,59, 
4864,Steckborn,2015,66, 
4606,Stettfurt,2015,52, 
4506,Sulgen,2015,50, 
4611,Thundorf,2015,57, 
4776,Tobel-T�gerschen,2015,50, 
4696,T�gerwilen,2015,37, 
4616,Uesslingen-Buch,2015,57, 
4451,Uttwil,2015,48, 
4871,Wagenhausen,2015,56, 
4621,Warth-Weiningen,2015,35, 
4946,Weinfelden,2015,65, 
4951,Wigoltingen,2015,68, 
4786,Wilen,2015,46, 
4791,Wuppenau,2015,58, 
4701,W�ldi,2015,55, 
4781,W�ngi,2015,47, 
4511,Zihlschlacht-Sitterdorf,2015,55, 
4551,Aadorf,2016,57, 
4711,Affeltrangen,2016,46, 
4641,Altnau,2016,62, 
4881,Amlikon-Bissegg,2016,70, 
4461,Amriswil,2016,63, 
4401,Arbon,2016,76, 
4536,Basadingen-Schlattingen,2016,54, 
4891,Berg,2016,45, 
4801,Berlingen,2016,53, 
4716,Bettwiesen,2016,48, 
4721,Bichelsee-Balterswil,2016,49, 
4901,Birwinken,2016,65, 
4471,Bischofszell,2016,70, 
4643,Bottighofen,2016,36, 
4723,Braunau,2016,49, 
4921,Bussnang,2016,50, 
4911,B�rglen,2016,66, 
4545,Diessenhofen,2016,47, 
4406,Dozwil,2016,47, 
4411,Egnach,2016,57, 
4476,Erlen,2016,55, 
4646,Ermatingen,2016,40, 
4806,Eschenz,2016,54, 
4724,Eschlikon,2016,50, 
4561,Felben-Wellhausen,2016,54, 
4726,Fischingen,2016,68, 
4566,Frauenfeld,2016,60, 
4571,Gachnang,2016,42, 
4651,Gottlieben,2016,40, 
4656,G�ttingen,2016,57, 
4486,Hauptwil-Gottshaus,2016,60, 
4416,Hefenhofen,2016,66, 
4811,Herdern,2016,63, 
4495,Hohentannen,2016,60, 
4816,Homburg,2016,62, 
4421,Horn,2016,32, 
4590,H�ttlingen,2016,54, 
4821,H�ttwilen,2016,50, 
4666,Kemmental,2016,58, 
4426,Kesswil,2016,50, 
4501,Kradolf-Sch�nenberg,2016,59, 
4671,Kreuzlingen,2016,66, 
4681,Langrickenbach,2016,68, 
4683,Lengwil,2016,61, 
4741,Lommis,2016,49, 
4826,Mammern,2016,40, 
4591,Matzingen,2016,61, 
4941,M�rstetten,2016,59, 
4831,M�llheim,2016,52, 
4746,M�nchwilen,2016,61, 
4691,M�nsterlingen,2016,41, 
4601,Neunforn,2016,46, 
4841,Pfyn,2016,69, 
4846,Raperswilen,2016,75, 
4751,Rickenbach,2016,51, 
4431,Roggwil,2016,56, 
4436,Romanshorn,2016,72, 
4851,Salenstein,2016,44, 
4441,Salmsach,2016,69, 
4546,Schlatt,2016,50, 
4756,Sch�nholzerswilen,2016,60, 
4761,Sirnach,2016,56, 
4446,Sommeri,2016,59, 
4864,Steckborn,2016,66, 
4606,Stettfurt,2016,48, 
4506,Sulgen,2016,50, 
4611,Thundorf,2016,57, 
4776,Tobel-T�gerschen,2016,50, 
4696,T�gerwilen,2016,35, 
4616,Uesslingen-Buch,2016,57, 
4451,Uttwil,2016,48, 
4871,Wagenhausen,2016,56, 
4621,Warth-Weiningen,2016,35, 
4946,Weinfelden,2016,65, 
4951,Wigoltingen,2016,68, 
4786,Wilen,2016,46, 
4791,Wuppenau,2016,58, 
4701,W�ldi,2016,55, 
4781,W�ngi,2016,49, 
4511,Zihlschlacht-Sitterdorf,2016,55, 
4551,Aadorf,2017,57, 
4711,Affeltrangen,2017,46, 
4641,Altnau,2017,62, 
4881,Amlikon-Bissegg,2017,70, 
4461,Amriswil,2017,63, 
4401,Arbon,2017,76, 
4536,Basadingen-Schlattingen,2017,54, 
4891,Berg,2017,45, 
4801,Berlingen,2017,53, 
4716,Bettwiesen,2017,51, 
4721,Bichelsee-Balterswil,2017,49, 
4901,Birwinken,2017,65, 
4471,Bischofszell,2017,70, 
4643,Bottighofen,2017,36, 
4723,Braunau,2017,49, 
4921,Bussnang,2017,50, 
4911,B�rglen,2017,66, 
4545,Diessenhofen,2017,47, 
4406,Dozwil,2017,47, 
4411,Egnach,2017,57, 
4476,Erlen,2017,55, 
4646,Ermatingen,2017,40, 
4806,Eschenz,2017,54, 
4724,Eschlikon,2017,50, 
4561,Felben-Wellhausen,2017,54, 
4726,Fischingen,2017,68, 
4566,Frauenfeld,2017,60, 
4571,Gachnang,2017,42, 
4651,Gottlieben,2017,40, 
4656,G�ttingen,2017,57, 
4486,Hauptwil-Gottshaus,2017,60, 
4416,Hefenhofen,2017,66, 
4811,Herdern,2017,63, 
4495,Hohentannen,2017,60, 
4816,Homburg,2017,60, 
4421,Horn,2017,32, 
4590,H�ttlingen,2017,54, 
4821,H�ttwilen,2017,50, 
4666,Kemmental,2017,58, 
4426,Kesswil,2017,50, 
4501,Kradolf-Sch�nenberg,2017,59, 
4671,Kreuzlingen,2017,66, 
4681,Langrickenbach,2017,68, 
4683,Lengwil,2017,59, 
4741,Lommis,2017,49, 
4826,Mammern,2017,40, 
4591,Matzingen,2017,61, 
4941,M�rstetten,2017,59, 
4831,M�llheim,2017,52, 
4746,M�nchwilen,2017,61, 
4691,M�nsterlingen,2017,41, 
4601,Neunforn,2017,46, 
4841,Pfyn,2017,69, 
4846,Raperswilen,2017,75, 
4751,Rickenbach,2017,51, 
4431,Roggwil,2017,56, 
4436,Romanshorn,2017,72, 
4851,Salenstein,2017,44, 
4441,Salmsach,2017,69, 
4546,Schlatt,2017,50, 
4756,Sch�nholzerswilen,2017,60, 
4761,Sirnach,2017,56, 
4446,Sommeri,2017,59, 
4864,Steckborn,2017,66, 
4606,Stettfurt,2017,48, 
4506,Sulgen,2017,50, 
4611,Thundorf,2017,57, 
4776,Tobel-T�gerschen,2017,50, 
4696,T�gerwilen,2017,35, 
4616,Uesslingen-Buch,2017,52, 
4451,Uttwil,2017,48, 
4871,Wagenhausen,2017,56, 
4621,Warth-Weiningen,2017,35, 
4946,Weinfelden,2017,60, 
4951,Wigoltingen,2017,68, 
4786,Wilen,2017,46, 
4791,Wuppenau,2017,58, 
4701,W�ldi,2017,55, 
4781,W�ngi,2017,49, 
4511,Zihlschlacht-Sitterdorf,2017,55, 
